Voltage, ChB, Run #8
Time ( s )	Voltage ( V )
38,7000	0,013
38,7250	0,016
38,7500	0,015
38,7750	0,017
38,8000	0,018
38,8250	0,019
38,8500	0,019
38,8750	0,010
38,9000	0,010
38,9250	0,019
38,9500	0,018
38,9750	0,014
39,0000	0,015
39,0250	0,019
39,0500	0,018
39,0750	0,013
39,1000	0,014
39,1250	0,021
39,1500	0,024
